by_group,choice,value,n,question,text,group,Likert score
No religion,Strongly agree,0.38,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,5
No religion,Don't know,0.01,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,Don't know
Non-white,Strongly disagree,0.03,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,1
Non-white,Somewhat disagree,0.05,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,2
Non-white,Neutral,0.12,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,3
Non-white,Somewhat agree,0.37,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,4
Non-white,Strongly agree,0.42,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,5
Non-white,Don't know,0.01,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,Don't know
Northern Territory,Strongly disagree,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
Northern Territory,Somewhat disagree,0.09,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
Northern Territory,Neutral,0.1,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
Northern Territory,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
Northern Territory,Strongly agree,0.42,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
Northern Territory,Don't know,0,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
One Nation,Strongly disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,1
One Nation,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,2
One Nation,Neutral,0.15,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,3
One Nation,Somewhat agree,0.31,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,4
One Nation,Strongly agree,0.35,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,5
One Nation,Don't know,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,Don't know
Other,Strongly disagree,0.03,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,1
Other,Somewhat disagree,0.06,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,2
Other,Neutral,0.13,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,3
Other,Somewhat agree,0.37,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,4
Other,Strongly agree,0.41,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,5
Other,Don't know,0.01,30247,Q69_9,I think I would be happier if I... - Travelled more often,language,Don't know
Other,Strongly disagree,0.04,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,1
Other,Somewhat disagree,0.09,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,2
Other,Neutral,0.13,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,3
Other,Somewhat agree,0.34,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,4
Other,Strongly agree,0.38,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,5
Other,Don't know,0.01,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,Don't know
Other,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,1
Other,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,2
Other,Neutral,0.15,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,3
Other,Somewhat agree,0.4,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,4
Other,Strongly agree,0.33,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,5
Other,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,vote,Don't know
Other (all),Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,1
Other (all),Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,2
Other (all),Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,3
Other (all),Somewhat agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,4
Other (all),Strongly agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,5
Other (all),Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,chinese_australian,Don't know
Outer Metro,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,1
Outer Metro,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,2
Outer Metro,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,3
Outer Metro,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,4
Outer Metro,Strongly agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,5
Outer Metro,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,Don't know
Overall,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,overall,1
Overall,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,overall,2
Overall,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,overall,3
Overall,Somewhat agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,overall,4
Overall,Strongly agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,overall,5
Overall,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,overall,Don't know
Protestant,Strongly disagree,0.06,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,1
Protestant,Somewhat disagree,0.08,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,2
Protestant,Neutral,0.17,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,3
Protestant,Somewhat agree,0.4,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,4
Protestant,Strongly agree,0.29,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,5
Protestant,Don't know,0.01,30128,Q69_9,I think I would be happier if I... - Travelled more often,religion,Don't know
Queensland,Strongly disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
Queensland,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
Queensland,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
Queensland,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
Queensland,Strongly agree,0.33,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
Queensland,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
Regional,Strongly disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,1
Regional,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,2
Regional,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,3
Regional,Somewhat agree,0.35,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,4
Regional,Strongly agree,0.34,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,5
Regional,Don't know,0.02,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,Don't know
Rural,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,1
Rural,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,2
Rural,Neutral,0.16,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,3
Rural,Somewhat agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,4
Rural,Strongly agree,0.32,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,5
Rural,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,region,Don't know
South Australia,Strongly disagree,0.04,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
South Australia,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
South Australia,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
South Australia,Somewhat agree,0.4,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
South Australia,Strongly agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
South Australia,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
Tasmania,Strongly disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
Tasmania,Somewhat disagree,0.11,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
Tasmania,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
Tasmania,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
Tasmania,Strongly agree,0.29,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
Tasmania,Don't know,0.03,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
Victoria,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
Victoria,Somewhat disagree,0.07,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
Victoria,Neutral,0.12,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
Victoria,Somewhat agree,0.37,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
Victoria,Strongly agree,0.38,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
Victoria,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
Western Australia,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,1
Western Australia,Somewhat disagree,0.08,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,2
Western Australia,Neutral,0.14,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,3
Western Australia,Somewhat agree,0.34,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,4
Western Australia,Strongly agree,0.39,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,5
Western Australia,Don't know,0,30336,Q69_9,I think I would be happier if I... - Travelled more often,state,Don't know
White,Strongly disagree,0.05,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,1
White,Somewhat disagree,0.08,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,2
White,Neutral,0.14,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,3
White,Somewhat agree,0.37,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,4
White,Strongly agree,0.35,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,5
White,Don't know,0.01,30092,Q69_9,I think I would be happier if I... - Travelled more often,european,Don't know
Women,Strongly disagree,0.05,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,1
Women,Somewhat disagree,0.06,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,2
Women,Neutral,0.13,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,3
Women,Somewhat agree,0.36,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,4
Women,Strongly agree,0.4,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,5
Women,Don't know,0.01,30336,Q69_9,I think I would be happier if I... - Travelled more often,sex,Don't know
